DATE,MANMM101CNM657S
2007-11-01,1.57457462628534
2007-12-01,1.19192281236833
2008-01-01,1.09064276114492
2008-02-01,1.09677550000348
2008-03-01,0.36094549633877
2008-04-01,0.471042413436739
2008-05-01,0.838733888564013
2008-06-01,0.114098991887875
2008-07-01,0.334773295221199
2008-08-01,0.882753934987112
2008-09-01,0.484334589670472
2008-10-01,0.450741939066177
2008-11-01,0.210930166338409
2008-12-01,1.33360414047145
2009-01-01,1.05744227600822
2009-02-01,1.95646906552473
2009-03-01,4.9664685620059
2009-04-01,3.15522915698808
2009-05-01,1.56843291076027
2009-06-01,3.35662911943881
2009-07-01,3.60984860874328
2009-08-01,2.27653200800857
2009-09-01,2.00950964115841
2009-10-01,2.01824514021287
2009-11-01,1.87381877437832
2009-12-01,1.3725016370605
2010-01-01,2.73561065456812
2010-02-01,3.03024334079926
2010-03-01,1.28446551811936
2010-04-01,1.5892041990272
2010-05-01,1.64323572481855
2010-06-01,0.767292864839823
2010-07-01,0.982669836076596
2010-08-01,1.41128109311969
2010-09-01,1.29246536318132
2010-10-01,1.84116105085199
2010-11-01,2.01212089718745
2010-12-01,0.933653283385686
2011-01-01,-0.596621025249739
2011-02-01,0.803657412435463
2011-03-01,1.92113582420227
2011-04-01,0.91762731829575
2011-05-01,0.946597583146376
2011-06-01,0.718427413942793
2011-07-01,0.48475056773778
2011-08-01,0.601676847225426
2011-09-01,-0.0829667711992412
2011-10-01,0.424942757752227
2011-11-01,1.32014540389299
2011-12-01,0.570337152943431
2012-01-01,-2.98345773112465
2012-02-01,-1.05057673836411
2012-03-01,2.42630247742873
2012-04-01,0.384192896436233
2012-05-01,0.722345102669054
2012-06-01,1.31804251978754
2012-07-01,1.05815256783815
2012-08-01,0.622013901619975
2012-09-01,1.07603475223589
2012-10-01,1.09104193603341
2012-11-01,0.470212076474879
2012-12-01,0.632902920788951
2013-01-01,1.27008437870723
2013-02-01,0.655490583437669
2013-03-01,1.03193342723806
2013-04-01,1.47702873552926
2013-05-01,0.575264530853867
2013-06-01,-0.177787472910273
2013-07-01,0.23376146697005
2013-08-01,0.988749601912981
2013-09-01,0.63292404005403
2013-10-01,0.735582821352733
2013-11-01,0.75400660119456
2013-12-01,0.701523425353857
2014-01-01,-2.65327102863656
2014-02-01,-0.271793114974308
2014-03-01,3.34085908232051
2014-04-01,0.864028104091986
2014-05-01,0.669120669927815
2014-06-01,1.21727274250846
2014-07-01,0.510209149186265
2014-08-01,-0.607019310323839
2014-09-01,-0.297649465044836
2014-10-01,-0.356499625856873
2014-11-01,0.0335195308839626
2014-12-01,0.852012679484621
2015-01-01,0.683091398264449
2015-02-01,0.79987984085915
2015-03-01,0.0453465295738825
2015-04-01,0.050742328761099
2015-05-01,1.38721869625833
2015-06-01,1.38157916279667
2015-07-01,1.27723984745088
2015-08-01,1.56869040751381
2015-09-01,1.86040968430749
2015-10-01,1.86938116768852
2015-11-01,1.96846590890928
2015-12-01,1.69403782036076
2016-01-01,2.01307333700856
2016-02-01,1.51500956953466
2016-03-01,1.73530553993325
2016-04-01,2.42884466310739
2016-05-01,1.93838020802397
2016-06-01,2.03497813362261
2016-07-01,1.85165228681491
2016-08-01,1.70845722009212
2016-09-01,1.49727436940215
2016-10-01,1.30260103138649
2016-11-01,1.21544895799508
2016-12-01,0.977729904454865
2017-01-01,-1.36660671054305
2017-02-01,1.36683388317583
2017-03-01,3.66135845358752
2017-04-01,1.19683595579601
2017-05-01,1.07875567925981
2017-06-01,0.590602575452362
2017-07-01,1.02359582497482
2017-08-01,1.13023204389333
2017-09-01,0.900566096964071
2017-10-01,0.849918111311112
2017-11-01,0.68094482410253
2017-12-01,0.602894440159232
2018-01-01,-0.315691785212274
2018-02-01,-0.242443804816144
2018-03-01,0.139324340956631
2018-04-01,0.522475400074478
2018-05-01,0.50644528347858
2018-06-01,0.382438956308222
2018-07-01,0.558376172306572
2018-08-01,-0.204947371575618
2018-09-01,0.359528349554281
2018-10-01,0.264299309036653
2018-11-01,-0.509058638736691
2018-12-01,0.0280948884465135
